ds,mtd,rev,type,ytd
2011-03-16,224,29,railroad,2271
2011-03-16,3877,8,excise,29989
2011-03-16,22654,606,corporate,95261
2011-03-16,46,4,unemployment,2123
2011-03-16,29,7,estate,286
2017-07-18,684,51,estate,17220
2017-07-18,121743,1965,income.withheld,1939620
2017-07-18,1392,97,income,113180
2017-07-18,320,1,railroad,4793
2017-07-18,3734,29,excise,62143
2017-07-18,9558,520,corporate,256028
2017-07-18,74,6,unemployment,7550
2017-07-18,26,1,estate,2420
2014-08-22,852,61,estate,16528
2014-08-22,128422,5032,income.withheld,1870775
2014-08-22,807,-17,income,63778
2014-08-22,334,15,railroad,5187
2014-08-22,3984,57,excise,69617
2014-08-22,4238,18,corporate,269114
2014-08-22,51,2,unemployment,8704
2014-08-22,39,2,estate,531
2016-06-22,1027,83,estate,15963
2016-06-22,142650,9708,income.withheld,1688374
2016-06-22,10659,94,income,101757
2016-06-22,326,5,railroad,4333
2016-06-22,3551,24,excise,55967
2016-06-22,62373,52,corporate,255710
2016-06-22,80,3,unemployment,7673
2016-06-22,327,1,estate,1048
2015-09-18,837,25,estate,18389
2015-09-18,115094,8059,income.withheld,2134348
2015-09-18,10495,134,income,102008
2015-09-18,271,14,railroad,6270
2015-09-18,4053,35,excise,79308
2015-09-18,75913,552,corporate,378967
2015-09-18,27,2,unemployment,9223
2015-09-18,23,5,estate,1388
2014-04-08,403,40,estate,9316
2014-04-08,51120,1982,income.withheld,1128079
2014-04-08,2046,537,income,15662
2014-04-08,94,1,railroad,2977
2014-04-08,174,23,excise,37251
2014-04-08,524,115,corporate,132308
2014-04-08,63,10,unemployment,4573
2014-04-08,38,10,estate,346
2013-05-10,676,98,estate,13330
2013-05-10,62750,6505,income.withheld,1227482
2013-05-10,333,53,income,44416
2013-05-10,161,54,railroad,3271
2013-05-10,810,576,excise,45169
2013-05-10,517,125,corporate,163080
2013-05-10,90,5,unemployment,7074
2013-05-10,20,3,estate,444
2011-08-11,80,8,estate,6933
2011-08-11,61000,2337,income.withheld,1509486
2011-08-11,155,13,income,27971
2011-08-11,170,10,railroad,4117
2011-08-11,904,145,excise,58099
2011-08-11,490,50,corporate,192403
2011-08-11,620,2,unemployment,7007
2011-08-11,45,-67,estate,2140
2016-09-09,487,170,estate,20203
2016-09-09,61089,7492,income.withheld,2157839
2016-09-09,1336,413,income,107765
2016-09-09,136,61,railroad,5624
2016-09-09,391,187,excise,74398
2016-09-09,2048,590,corporate,271446
2016-09-09,13,3,unemployment,8613
2016-09-09,17,2,estate,1262
2014-03-25,957,65,estate,8728
2014-03-25,170662,1822,income.withheld,1043644
2014-03-25,1698,123,income,13094
2014-03-25,424,41,railroad,2776
2014-03-25,3327,124,excise,34356
2014-03-25,34418,59,corporate,131368
2014-03-25,67,3,unemployment,4484
2014-03-25,23,1,estate,301
2017-04-19,1266,288,estate,11686
2017-04-19,138313,6778,income.withheld,1372492
2017-04-19,57118,10473,income,88125
2017-04-19,295,3,railroad,3307
2017-04-19,3666,26,excise,41322
2017-04-19,54228,751,corporate,174751
2017-04-19,211,24,unemployment,4143
2017-04-19,1689,3,estate,2164
2011-10-17,458,18,estate,458
2011-10-17,84260,18607,income.withheld,84260
2011-10-17,425,121,income,425
2011-10-17,232,61,railroad,232
2011-10-17,1132,13,excise,1132
2011-10-17,7831,5107,corporate,7831
2011-10-17,48,9,unemployment,48
2011-10-17,6,1,estate,6
2015-01-23,1176,120,estate,5800
2015-01-23,151132,7447,income.withheld,693515
2015-01-23,8830,79,income,15353
2015-01-23,395,60,railroad,1832
2015-01-23,3457,124,excise,22363
2015-01-23,9795,56,corporate,113239
2015-01-23,356,34,unemployment,1082
2015-01-23,29,2,estate,709
2017-03-09,605,52,estate,8944
2017-03-09,80549,3554,income.withheld,1079870
2017-03-09,1075,94,income,27467
2017-03-09,141,1,railroad,2596
2017-03-09,1261,42,excise,31414
2017-03-09,712,216,corporate,102810
2017-03-09,29,2,unemployment,3857
2017-03-09,24,0,estate,412
2015-09-25,1161,98,estate,18713
2015-09-25,145004,6984,income.withheld,2164258
2015-09-25,10959,84,income,102473
2015-09-25,368,54,railroad,6367
2015-09-25,5705,1151,excise,80960
2015-09-25,76536,58,corporate,379589
2015-09-25,37,3,unemployment,9232
2015-09-25,32,0,estate,1396
2015-11-23,1266,49,estate,3336
2015-11-23,144368,15148,income.withheld,313383
2015-11-23,1212,87,income,5348
2015-11-23,347,45,railroad,806
2015-11-23,4221,32,excise,9508
2015-11-23,5028,58,corporate,15018
2015-11-23,410,2,unemployment,669
2015-11-23,46,3,estate,208
2011-07-07,45,20,estate,6714
2011-07-07,38701,7164,income.withheld,1354968
2011-07-07,84,14,income,27454
2011-07-07,84,2,railroad,3652
2011-07-07,41,13,excise,51134
2011-07-07,728,110,corporate,184568
2011-07-07,20,5,unemployment,6005
2011-07-07,40,11,estate,2094
2010-02-11,421,24,estate,6225
2010-02-11,66623,3014,income.withheld,614333
2010-02-11,133,10,income,3138
2010-02-11,237,4,railroad,1667
2010-02-11,723,104,excise,22109
2010-02-11,743,104,corporate,65983
2010-02-11,737,4,unemployment,1799
2010-02-11,40,3,estate,277
2012-07-16,552,15,estate,11194
2012-07-16,86801,18911,income.withheld,1434707
2012-07-16,312,62,income,35057
2012-07-16,228,62,railroad,3572
2012-07-16,3087,74,excise,58674
2012-07-16,8091,6273,corporate,212857
2012-07-16,64,13,unemployment,6460
2012-07-16,20,5,estate,470
2017-04-24,1854,142,estate,12274
2017-04-24,167843,16330,income.withheld,1402022
2017-04-24,63397,254,income,94404
2017-04-24,362,43,railroad,3374
2017-04-24,3802,62,excise,41458
2017-04-24,54580,39,corporate,175103
2017-04-24,308,40,unemployment,4240
2017-04-24,1707,17,estate,2182
2014-03-18,724,33,estate,8495
2014-03-18,137854,2355,income.withheld,1010836
2014-03-18,1187,108,income,12584
2014-03-18,326,1,railroad,2678
2014-03-18,3081,14,excise,34111
2014-03-18,33125,464,corporate,130076
2014-03-18,49,3,unemployment,4466
2014-03-18,20,1,estate,298
2010-11-10,95,20,estate,453
2010-11-10,57027,6116,income.withheld,188328
2010-11-10,107,13,income,826
2010-11-10,155,40,railroad,521
2010-11-10,1065,602,excise,5487
2010-11-10,453,69,corporate,9109
2010-11-10,397,4,unemployment,650
2010-11-10,19,5,estate,66
2010-09-16,675,28,estate,17534
2010-09-16,79016,8192,income.withheld,1608486
2010-09-16,1965,94,income,18147
2010-09-16,203,35,railroad,4489
2010-09-16,3829,9,excise,66733
2010-09-16,51990,598,corporate,271443
2010-09-16,27,2,unemployment,6716
2010-09-16,41,4,estate,2220
2015-12-22,1138,60,estate,4933
2015-12-22,152218,3587,income.withheld,498193
2015-12-22,2001,110,income,7668
2015-12-22,297,2,railroad,1209
2015-12-22,3438,55,excise,16064
2015-12-22,76674,165,corporate,92776
2015-12-22,79,7,unemployment,756
2015-12-22,34,1,estate,251
2011-04-06,98,26,estate,1677
2011-04-06,41517,8723,income.withheld,941474
2011-04-06,555,84,income,6289
2011-04-06,67,9,railroad,2515
2011-04-06,52,16,excise,33009
2011-04-06,323,71,corporate,96402
2011-04-06,47,13,unemployment,2216
2011-04-06,23,7,estate,331
2012-04-17,869,186,estate,7081
2012-04-17,94645,11399,income.withheld,1011958
2012-04-17,15261,7377,income,23255
2012-04-17,211,20,railroad,2477
2012-04-17,3423,221,excise,38451
2012-04-17,31899,12136,corporate,138781
2012-04-17,184,21,unemployment,3435
2012-04-17,66,6,estate,378
2017-07-25,1040,96,estate,17577
2017-07-25,156314,1800,income.withheld,1974191
2017-07-25,1918,95,income,113706
2017-07-25,418,38,railroad,4891
2017-07-25,4118,180,excise,62527
2017-07-25,9931,92,corporate,256401
2017-07-25,129,11,unemployment,7605
2017-07-25,30,1,estate,2424
2013-11-01,105,105,estate,1847
2013-11-01,17439,17439,income.withheld,174194
2013-11-01,37,37,income,2075
2013-11-01,17,17,railroad,426
2013-11-01,24,24,excise,5498
2013-11-01,39,39,corporate,10166
2013-11-01,10,10,unemployment,574
2013-11-01,1,1,estate,56
2018-01-05,636,118,estate,6061
2018-01-05,72778,6913,income.withheld,689272
2018-01-05,1708,457,income,14747
2018-01-05,62,18,railroad,1410
2018-01-05,99,23,excise,21270
2018-01-05,594,101,corporate,79809
2018-01-05,52,19,unemployment,822
2018-01-05,25,8,estate,217
2013-07-31,1466,55,estate,16888
2013-07-31,165216,8843,income.withheld,1642897
2013-07-31,798,23,income,50832
2013-07-31,500,45,railroad,4512
2013-07-31,7026,346,excise,64980
2013-07-31,9089,33,corporate,243287
2013-07-31,779,563,unemployment,8223
2013-07-31,133,1,estate,661
2012-02-27,815,50,estate,4768
2012-02-27,146344,13194,income.withheld,739020
2012-02-27,560,45,income,6482
2012-02-27,401,52,railroad,1863
2012-02-27,3775,430,excise,26680
2012-02-27,3822,35,corporate,78033
2012-02-27,276,5,unemployment,3148
2012-02-27,26,1,estate,173
2017-11-15,858,163,estate,2500
2017-11-15,102838,11486,income.withheld,298068
2017-11-15,1184,217,income,6749
2017-11-15,188,7,railroad,683
2017-11-15,3583,74,excise,10954
2017-11-15,2958,1859,corporate,13281
2017-11-15,33,4,unemployment,660
2017-11-15,27,3,estate,128
2017-09-13,801,98,estate,20346
2017-09-13,88054,7554,income.withheld,2291118
2017-09-13,4073,1314,income,120641
2017-09-13,192,6,railroad,5692
2017-09-13,1416,538,excise,74870
2017-09-13,9244,3050,corporate,269133
2017-09-13,18,2,unemployment,8448
2017-09-13,42,1,estate,2881
2012-12-27,960,13,estate,3171
2012-12-27,156508,8567,income.withheld,449316
2012-12-27,890,56,income,2849
2012-12-27,320,1,railroad,1061
2012-12-27,4031,622,excise,17071
2012-12-27,59503,1636,corporate,72809
2012-12-27,42,2,unemployment,627
2012-12-27,19,0,estate,79
2014-09-02,81,81,estate,17306
2014-09-02,28604,28604,income.withheld,1931835
2014-09-02,99,99,income,64180
2014-09-02,64,64,railroad,5393
2014-09-02,83,83,excise,73074
2014-09-02,54,54,corporate,270148
2014-09-02,2,2,unemployment,8718
2014-09-02,2,2,estate,577
2010-07-20,834,63,estate,14939
2010-07-20,88200,1578,income.withheld,1350968
2010-07-20,234,22,income,15731
2010-07-20,263,1,railroad,3735
2010-07-20,3153,20,excise,53530
2010-07-20,9326,1013,corporate,214367
2010-07-20,85,8,unemployment,5743
2010-07-20,26,1,estate,2092
2014-11-04,61,18,estate,1589
2014-11-04,30851,2829,income.withheld,199418
2014-11-04,118,40,income,3248
2014-11-04,44,7,railroad,528
2014-11-04,53,35,excise,5565
2014-11-04,360,321,corporate,11721
2014-11-04,16,3,unemployment,620
2014-11-04,64,44,estate,101
2012-01-26,768,46,estate,3848
2012-01-26,138255,3133,income.withheld,572186
2012-01-26,3394,19,income,5826
2012-01-26,319,10,railroad,1383
2012-01-26,3336,134,excise,20557
2012-01-26,7804,22,corporate,74016
2012-01-26,324,32,unemployment,948
2012-01-26,44,1,estate,144
2013-04-30,5950,60,estate,12654
2013-04-30,163557,3942,income.withheld,1164732
2013-04-30,33997,49,income,44083
2013-04-30,448,18,railroad,3110
2013-04-30,6736,211,excise,44359
2013-04-30,41007,67,corporate,162563
2013-04-30,3009,2406,unemployment,6984
2013-04-30,176,1,estate,425
2017-12-14,645,36,estate,4274
2017-12-14,98809,3823,income.withheld,484908
2017-12-14,1697,183,income,9567
2017-12-14,204,4,railroad,1096
2017-12-14,3314,2153,excise,17705
2017-12-14,14809,8340,corporate,28611
2017-12-14,17,2,unemployment,692
2017-12-14,23,1,estate,166
2012-09-20,528,45,estate,13696
2012-09-20,99540,1832,income.withheld,1736968
2012-09-20,3776,60,income,39727
2012-09-20,232,8,railroad,4417
2012-09-20,3699,20,excise,73440
2012-09-20,56609,160,corporate,275530
2012-09-20,23,1,unemployment,7244
2012-09-20,29,8,estate,549
2012-11-26,805,35,estate,1941
2012-11-26,123222,9917,income.withheld,275818
2012-11-26,417,33,income,1855
2012-11-26,303,27,railroad,716
2012-11-26,3672,86,excise,10049
2012-11-26,4354,435,corporate,13107
2012-11-26,39,6,unemployment,561
2012-11-26,32,18,estate,55
2014-05-28,1609,82,estate,12647
2014-05-28,148871,3171,income.withheld,1393419
2014-05-28,1212,82,income,54457
2014-05-28,445,6,railroad,3800
2014-05-28,4649,760,excise,48955
2014-05-28,8236,68,corporate,182755
2014-05-28,147,4,unemployment,7751
2014-05-28,35,1,estate,422
2017-02-14,549,137,estate,7810
2017-02-14,101029,3478,income.withheld,896548
2017-02-14,1033,103,income,25102
2017-02-14,327,6,railroad,2154
2017-02-14,3265,2033,excise,28136
2017-02-14,838,283,corporate,98722
2017-02-14,175,5,unemployment,3785
2017-02-14,57,1,estate,347
2014-02-05,157,35,estate,6781
2014-02-05,45549,9407,income.withheld,741433
2014-02-05,134,40,income,10448
2014-02-05,111,-3,railroad,1832
2014-02-05,75,21,excise,24815
2014-02-05,248,41,corporate,88710
2014-02-05,189,37,unemployment,4292
2014-02-05,12,8,estate,236
2015-07-13,575,72,estate,15428
2015-07-13,81118,12640,income.withheld,1744843
2015-07-13,662,76,income,88853
2015-07-13,251,52,railroad,5144
2015-07-13,1290,424,excise,61133
2015-07-13,1197,262,corporate,287863
2015-07-13,46,7,unemployment,8319
2015-07-13,23,3,estate,1296
2016-08-29,1561,36,estate,19593
2016-08-29,181440,15039,income.withheld,2085282
2016-08-29,1870,166,income,106242
2016-08-29,492,44,railroad,5437
2016-08-29,7127,2197,excise,73712
2016-08-29,3547,33,corporate,268626
2016-08-29,573,2,unemployment,8596
2016-08-29,46,2,estate,1168
2010-04-21,1961,153,estate,10170
2010-04-21,105176,8541,income.withheld,957352
2010-04-21,8786,11,income,13018
2010-04-21,251,8,railroad,2569
2010-04-21,3225,10,excise,35227
2010-04-21,32002,54,corporate,141511
2010-04-21,265,27,unemployment,2215
2010-04-21,47,1,estate,1954
2014-12-05,274,28,estate,3348
2014-12-05,43980,7456,income.withheld,376081
2014-12-05,281,53,income,4557
2014-12-05,35,12,railroad,1017
2014-12-05,72,16,excise,12611
2014-12-05,478,145,corporate,17220
2014-12-05,8,2,unemployment,663
2014-12-05,425,1,estate,639
2017-04-28,2589,170,estate,13009
2017-04-28,190508,8814,income.withheld,1424687
2017-04-28,64174,185,income,95182
2017-04-28,454,38,railroad,3466
2017-04-28,6891,1914,excise,44546
2017-04-28,55264,43,corporate,175787
2017-04-28,924,421,unemployment,4856
2017-04-28,1767,30,estate,2242
2011-10-26,878,51,estate,878
2011-10-26,116295,6266,income.withheld,116295
2011-10-26,934,17,income,934
2011-10-26,320,10,railroad,320
2011-10-26,1832,444,excise,1832
2011-10-26,8383,90,corporate,8383
2011-10-26,96,11,unemployment,96
2011-10-26,12,0,estate,12
2018-02-08,470,75,estate,8118
2018-02-08,62757,2650,income.withheld,916655
2018-02-08,940,71,income,31474
2018-02-08,149,2,railroad,2099
2018-02-08,127,27,excise,27709
2018-02-08,454,77,corporate,91241
2018-02-08,148,9,unemployment,4183
2018-02-08,38,5,estate,345
2015-06-02,48,20,estate,13670
2015-06-02,31608,5699,income.withheld,1515293
2015-06-02,206,83,income,78101
2015-06-02,88,11,railroad,4421
2015-06-02,34,14,excise,53029
2015-06-02,249,165,corporate,211992
2015-06-02,6,3,unemployment,8215
2015-06-02,7,1,estate,1187
2013-05-21,1016,17,estate,13670
2013-05-21,114639,1968,income.withheld,1279371
2013-05-21,783,31,income,44867
2013-05-21,317,7,railroad,3427
2013-05-21,3440,12,excise,47800
2013-05-21,7493,66,corporate,170056
2013-05-21,124,3,unemployment,7108
2013-05-21,57,1,estate,482
2012-08-31,1483,18,estate,13168
2012-08-31,145507,7866,income.withheld,1637428
2012-08-31,608,32,income,35951
2012-08-31,423,56,railroad,4186
2012-08-31,7190,128,excise,69735
2012-08-31,5439,180,corporate,218921
2012-08-31,70,2,unemployment,7221
2012-08-31,33,4,estate,520
2015-09-29,1515,273,estate,19066
2015-09-29,161449,1857,income.withheld,2180703
2015-09-29,11200,87,income,102714
2015-09-29,434,4,railroad,6434
2015-09-29,15632,7495,excise,90888
2015-09-29,76917,317,corporate,379970
2015-09-29,55,2,unemployment,9250
2015-09-29,34,1,estate,1399
2016-06-13,617,28,estate,15554
2016-06-13,84791,14329,income.withheld,1630514
2016-06-13,3122,1388,income,94220
2016-06-13,203,47,railroad,4210
2016-06-13,1028,286,excise,53445
2016-06-13,6338,4078,corporate,199675
2016-06-13,30,3,unemployment,7623
2016-06-13,45,-1,estate,766
2014-08-13,512,61,estate,16189
2014-08-13,77437,6661,income.withheld,1819791
2014-08-13,429,36,income,63400
2014-08-13,201,7,railroad,5054
2014-08-13,1367,408,excise,67000
2014-08-13,965,180,corporate,265841
2014-08-13,36,3,unemployment,8689
2014-08-13,27,2,estate,519
2018-01-09,853,119,estate,6278
2018-01-09,90804,2343,income.withheld,707298
2018-01-09,2722,432,income,15761
2018-01-09,107,2,railroad,1455
2018-01-09,184,62,excise,21355
2018-01-09,870,201,corporate,80085
2018-01-09,78,11,unemployment,848
2018-01-09,64,1,estate,255
2014-10-15,547,82,estate,547
2014-10-15,85070,6681,income.withheld,85070
2014-10-15,1193,353,income,1193
2014-10-15,226,5,railroad,226
2014-10-15,1307,55,excise,1307
2014-10-15,10687,9056,corporate,10687
2014-10-15,56,12,unemployment,56
2014-10-15,26,1,estate,26
2013-06-20,756,72,estate,14937
2013-06-20,111869,2022,income.withheld,1438764
2013-06-20,4596,51,income,49708
2013-06-20,276,1,railroad,3870
2013-06-20,3723,23,excise,54808
2013-06-20,62583,92,corporate,233362
2013-06-20,294,2,unemployment,7427
2013-06-20,26,2,estate,520
2017-10-04,165,38,estate,165
2017-10-04,46438,10287,income.withheld,46438
2017-10-04,507,133,income,507
2017-10-04,82,2,railroad,82
2017-10-04,2106,11,excise,2106
2017-10-04,297,55,corporate,297
2017-10-04,10,4,unemployment,10
2017-10-04,12,5,estate,12
2017-08-02,121,71,estate,18114
2017-08-02,28164,11834,income.withheld,2040846
2017-08-02,201,86,income,114332
2017-08-02,20,11,railroad,5038
2017-08-02,121,61,excise,66319
2017-08-02,79,17,corporate,256827
2017-08-02,16,5,unemployment,8346
2017-08-02,6,4,estate,2490
2016-05-12,668,55,estate,14116
2016-05-12,82956,2782,income.withheld,1442757
2016-05-12,1244,78,income,89843
2016-05-12,209,1,railroad,3694
2016-05-12,1230,262,excise,46931
2016-05-12,447,111,corporate,186807
2016-05-12,2354,3,unemployment,7548
2016-05-12,60,7,estate,683
2013-08-16,960,101,estate,17847
2013-08-16,94677,13771,income.withheld,1737574
2013-08-16,384,36,income,51215
2013-08-16,229,47,railroad,4741
2013-08-16,3633,16,excise,68612
2013-08-16,3625,60,corporate,246912
2013-08-16,45,2,unemployment,8268
2013-08-16,47,1,estate,708
2016-03-22,1010,155,estate,9784
2016-03-22,168717,1940,income.withheld,1129492
2016-03-22,2917,217,income,26474
2016-03-22,364,2,railroad,2840
2016-03-22,3257,33,excise,35303
2016-03-22,37108,66,corporate,145569
2016-03-22,63,3,unemployment,4204
2016-03-22,43,5,estate,476
2013-10-10,427,81,estate,427
2013-10-10,56303,2302,income.withheld,56303
2013-10-10,408,60,income,408
2013-10-10,138,43,railroad,138
2013-10-10,620,256,excise,620
2013-10-10,1413,79,corporate,1413
2013-10-10,25,3,unemployment,25
2013-10-10,24,2,estate,24
2014-06-25,1135,90,estate,14031
2014-06-25,147727,6899,income.withheld,1554522
2014-06-25,6893,58,income,61511
2014-06-25,428,43,railroad,4262
2014-06-25,4197,504,excise,55356
2014-06-25,68532,34,corporate,252060
2014-06-25,58,4,unemployment,7816
2014-06-25,26,1,estate,453
2017-01-19,1791,121,estate,6672
2017-01-19,148166,8307,income.withheld,725783
2017-01-19,12504,246,income,23198
2017-01-19,322,2,railroad,1594
2017-01-19,3114,20,excise,21828
2017-01-19,9832,33,corporate,97046
2017-01-19,264,35,unemployment,1038
2017-01-19,69,6,estate,267
2010-10-01,39,39,estate,39
2010-10-01,16125,16125,income.withheld,16125
2010-10-01,22,22,income,22
2010-10-01,37,37,railroad,37
2010-10-01,11,11,excise,11
2010-10-01,43,43,corporate,43
2010-10-01,3,3,unemployment,3
2010-10-01,0,0,estate,0
2011-05-17,162,7,estate,6431
2011-05-17,88645,1995,income.withheld,1127020
2011-05-17,408,26,income,24337
2011-05-17,254,1,railroad,3061
2011-05-17,2821,18,excise,41993
2011-05-17,4970,52,corporate,131511
2011-05-17,2536,4,unemployment,5905
2011-05-17,35,-3,estate,1966
2014-12-09,420,129,estate,3493
2014-12-09,60371,2261,income.withheld,392472
2014-12-09,405,56,income,4680
2014-12-09,82,0,railroad,1064
2014-12-09,165,59,excise,12703
2014-12-09,1144,442,corporate,17886
2014-12-09,12,1,unemployment,667
2014-12-09,426,1,estate,640
2013-03-11,286,24,estate,5863
2013-03-11,79275,15386,income.withheld,893838
2013-03-11,403,57,income,8868
2013-03-11,218,54,railroad,2384
2013-03-11,1499,61,excise,31732
2013-03-11,1258,396,corporate,89737
2013-03-11,38,5,unemployment,3912
2013-03-11,14,1,estate,215
2012-06-07,201,5,estate,9891
2012-06-07,39444,1637,income.withheld,1248324
2012-06-07,221,46,income,31267
2012-06-07,43,2,railroad,3023
2012-06-07,55,26,excise,48969
2012-06-07,541,137,corporate,147637
2012-06-07,14,2,unemployment,6347
2012-06-07,6,2,estate,420
2016-08-25,1472,21,estate,19504
2016-08-25,158598,2099,income.withheld,2062439
2016-08-25,1618,84,income,105990
2016-08-25,423,39,railroad,5368
2016-08-25,4514,555,excise,71098
2016-08-25,3380,59,corporate,268458
2016-08-25,568,1,unemployment,8592
2016-08-25,34,4,estate,1157
2011-06-16,80,5,estate,6607
2011-06-16,83277,8573,income.withheld,1261778
2011-06-16,2532,130,income,27076
2011-06-16,190,33,railroad,3422
2011-06-16,3227,17,excise,48020
2011-06-16,48744,545,corporate,182960
2011-06-16,31,2,unemployment,5960
2011-06-16,220,146,estate,2195
2017-12-18,916,133,estate,4544
2017-12-18,145076,30681,income.withheld,531176
2017-12-18,2376,294,income,10247
2017-12-18,293,73,railroad,1184
2017-12-18,3436,22,excise,17827
2017-12-18,61031,764,corporate,74832
2017-12-18,23,2,unemployment,698
2017-12-18,26,2,estate,168
2011-01-06,38,8,estate,970
2011-01-06,41314,2114,income.withheld,481430
2011-01-06,111,18,income,1819
2011-01-06,47,6,railroad,1182
2011-01-06,36,14,excise,16429
2011-01-06,675,89,corporate,60715
2011-01-06,20,5,unemployment,759
2011-01-06,3,1,estate,139
2016-08-18,1102,73,estate,19134
2016-08-18,125750,2216,income.withheld,2029591
2016-08-18,1170,72,income,105542
2016-08-18,327,1,railroad,5272
2016-08-18,3766,45,excise,70350
2016-08-18,3051,39,corporate,268130
2016-08-18,560,1,unemployment,8584
2016-08-18,24,0,estate,1147
2015-07-22,957,71,estate,15810
2015-07-22,136326,9052,income.withheld,1800050
2015-07-22,1282,56,income,89473
2015-07-22,381,5,railroad,5274
2015-07-22,3971,52,excise,63814
2015-07-22,10059,25,corporate,296725
2015-07-22,109,8,unemployment,8382
2015-07-22,31,1,estate,1304
2017-05-08,573,99,estate,13582
2017-05-08,73674,16121,income.withheld,1498361
2017-05-08,858,142,income,96040
2017-05-08,155,53,railroad,3622
2017-05-08,312,36,excise,44858
2017-05-08,384,87,corporate,176171
2017-05-08,2502,4,unemployment,7358
2017-05-08,21,4,estate,2263
2014-05-19,1234,235,estate,12272
2014-05-19,111027,12124,income.withheld,1355575
2014-05-19,886,56,income,54131
2014-05-19,319,32,railroad,3674
2014-05-19,3591,23,excise,47898
2014-05-19,8007,24,corporate,182526
2014-05-19,117,3,unemployment,7721
2014-05-19,26,4,estate,414
2012-09-11,228,56,estate,13396
2012-09-11,52096,2102,income.withheld,1689525
2012-09-11,372,78,income,36323
2012-09-11,134,11,railroad,4320
2012-09-11,393,52,excise,70133
2012-09-11,1566,609,corporate,220487
2012-09-11,10,1,unemployment,7231
2012-09-11,12,1,estate,532
2012-01-17,457,24,estate,3537
2012-01-17,98279,21370,income.withheld,532210
2012-01-17,3062,1780,income,5494
2012-01-17,219,39,railroad,1283
2012-01-17,2665,50,excise,19886
2012-01-17,7005,5123,corporate,73218
2012-01-17,137,39,unemployment,761
2012-01-17,28,2,estate,127
2013-04-01,98,98,estate,6802
2013-04-01,23359,23359,income.withheld,1024534
2013-04-01,302,302,income,10389
2013-04-01,35,35,railroad,2697
2013-04-01,14,14,excise,37637
2013-04-01,30,30,corporate,121586
2013-04-01,8,8,unemployment,3983
2013-04-01,1,1,estate,250
2011-02-07,36,4,estate,1214
2011-02-07,45878,11697,income.withheld,638862
2011-02-07,90,19,income,4213
2011-02-07,156,67,railroad,1715
2011-02-07,70,13,excise,21815
2011-02-07,269,33,corporate,69083
2011-02-07,145,23,unemployment,1970
2011-02-07,11,2,estate,197
2015-04-23,2469,264,estate,11163
2015-04-23,141669,2399,income.withheld,1278201
2015-04-23,54854,92,income,75504
2015-04-23,346,1,railroad,3629
2015-04-23,3996,69,excise,42277
2015-04-23,44555,40,corporate,202069
2015-04-23,307,23,unemployment,5184
2015-04-23,180,1,estate,1018
2011-12-07,89,20,estate,2176
2011-12-07,38721,7950,income.withheld,310378
2011-12-07,101,16,income,1562
2011-12-07,74,4,railroad,802
2011-12-07,224,36,excise,11485
2011-12-07,318,119,corporate,14408
2011-12-07,6,2,unemployment,578
2011-12-07,31,0,estate,71
2017-06-09,413,40,estate,15341
2017-06-09,70903,6599,income.withheld,1693139
2017-06-09,1591,373,income,99609
2017-06-09,151,61,railroad,4155
2017-06-09,308,190,excise,51581
2017-06-09,1235,464,corporate,188029
2017-06-09,19,2,unemployment,7436
2017-06-09,19,1,estate,2363
2017-01-24,2032,179,estate,6913
2017-01-24,173526,2496,income.withheld,751142
2017-01-24,12878,78,income,23571
2017-01-24,383,2,railroad,1655
2017-01-24,3217,56,excise,21930
2017-01-24,10106,47,corporate,97320
2017-01-24,349,29,unemployment,1123
2017-01-24,77,0,estate,275
2017-09-22,1288,37,estate,20834
2017-09-22,148048,7715,income.withheld,2351112
2017-09-22,13751,126,income,130318
2017-09-22,311,14,railroad,5811
2017-09-22,3999,74,excise,77453
2017-09-22,64264,49,corporate,324153
2017-09-22,33,2,unemployment,8463
2017-09-22,51,3,estate,2890
2014-06-18,815,61,estate,13710
2014-06-18,116682,8440,income.withheld,1523477
2014-06-18,6518,122,income,61136
2014-06-18,318,3,railroad,4152
2014-06-18,3539,9,excise,54698
2014-06-18,68057,113,corporate,251584
2014-06-18,45,3,unemployment,7803
2014-06-18,18,2,estate,445
2017-11-24,1703,109,estate,3346
2017-11-24,163749,9774,income.withheld,358979
2017-11-24,1840,92,income,7405
2017-11-24,366,77,railroad,860
2017-11-24,3938,176,excise,11310
2017-11-24,3302,30,corporate,13626
2017-11-24,42,1,unemployment,669
2017-11-24,37,2,estate,138
2012-02-16,489,8,estate,4443
2012-02-16,95568,10621,income.withheld,688244
2012-02-16,328,22,income,6250
2012-02-16,248,28,railroad,1709
2012-02-16,3130,11,excise,26035
2012-02-16,3282,66,corporate,77492
2012-02-16,250,4,unemployment,3123
2012-02-16,19,1,estate,166
2016-02-02,89,63,estate,7434
2016-02-02,39548,6213,income.withheld,792980
2016-02-02,219,98,income,21656
2016-02-02,143,20,railroad,1953
2016-02-02,182,39,excise,25853
2016-02-02,358,22,corporate,103833
2016-02-02,2276,54,unemployment,3967
2016-02-02,5,2,estate,327
2017-07-14,602,61,estate,17138
2017-07-14,92489,8710,income.withheld,1910365
2017-07-14,1032,109,income,112820
2017-07-14,234,21,railroad,4707
2017-07-14,3675,2260,excise,62084
2017-07-14,3711,1358,corporate,250181
2017-07-14,57,12,unemployment,7534
2017-07-14,23,4,estate,2418
2012-04-26,2459,58,estate,8671
